省属,府直隶州,州县,清真寺名称,,,,,
直隶,永平府,迁安县,建昌营清真寺,,,,,
直隶,永平府,临榆县,山海关清真寺,,,,,
直隶,大名府,大名县,七里店清真寺,,,,,
直隶,大名府,大名县,马时庄清真寺,,,,,
直隶,大名府,大名县,西营清真寺,,,,,
直隶,大名府,大名县,西营清真东寺,,,,,
直隶,大名府,大名县,东营清真寺,,,,,
直隶,大名府,大名县,金滩镇清真北寺,,,,,
直隶,大名府,大名县,金滩镇清真西寺,,,,,
直隶,大名府,大名县,金滩镇清真南寺,,,,,
直隶,大名府,大名县,龙王庙清真寺,,,,,
直隶,大名府,大名县,西杨村清真寺,,,,,
直隶,大名府,大名县,西杨村清真女寺,,,,,
直隶,大名府,大名县,二铺清真寺,,,,,
直隶,大名府,大名县,南关东清真大寺,,,,,
直隶,大名府,大名县,南关东清真女寺,,,,,
直隶,大名府,大名县,大街村清真寺,,,,,
直隶,广平府,威县,威县黄街清真寺,,,,,
直隶,广平府,威县,威县王庄清真女寺,,,,,
直隶,顺德府,邢台县,邢台市清真东寺,,,,,
直隶,顺德府,邢台县,邢台清真南寺,,,,,
直隶,保定府,清苑县,保定清真东寺,,,,,
直隶,保定府,清苑县,后卫街清真寺,,,,,
直隶,定州,,杨家桥清真寺,,,,,
直隶,定州,,吴定庄清真寺,,,,,
直隶,定州,,陈家营清真寺,,,,,
直隶,定州,,大辛庄清真寺,,,,,
直隶,定州,,定州清真大寺,,,,,
直隶,易州,,易县城内清真寺,,,,,
直隶,保定府,雄县,西槐村清真寺,,,,,
直隶,保定府,安肃县,空城村清真寺,,,,,
直隶,易州,涞水县,涞水县清真寺,,,,,
直隶,口北三厅,张家口厅,宣化区清真寺,,,,,
直隶,宣化府,怀来县,新保安清真寺,,,,,
直隶,宣化府,保安州,东关街清真寺,,,,,
直隶,口北三厅,,西城夭清真寺,,,,,
直隶,承德府,,清真东寺,,,,,
直隶,承德府,,清真西寺,,,,,
直隶,承德府,,潘家沟清真寺,,,,,
直隶,承德府,,滦河镇清真寺,,,,,
直隶,承德府,,桥东清真寺,,,,,
直隶,天津府,沧州,清真北大寺,,,,,
直隶,天津府,沧州,清真南大寺,,,,,
直隶,天津府,沧州,清真东寺,,,,,
直隶,天津府,沧州,建国清真寺,,,,,
直隶,天津府,沧州,沧州清真女寺,,,,,
直隶,天津府,沧州,沧州清真西寺,,,,,
直隶,河间府,,瀛洲镇清真南寺,,,,,
直隶,河间府,,瀛洲镇清真西寺,,,,,
直隶,河间府,,瀛洲镇清真东寺,,,,,
直隶,河间府,,果子洼清真寺,,,,,
直隶,河间府,,北务清真寺,,,,,
直隶,河间府,,杨刘庄清真寺,,,,,
直隶,河间府,,中二十里铺清真寺,,,,,
直隶,河间府,,南辛庄清真寺,,,,,
直隶,河间府,,本斋清真寺,,,,,
直隶,河间府,,前营清真寺,,,,,
直隶,河间府,,淮镇清真寺,,,,,
直隶,天津府,盐山县,大堤东清真寺,,,,,
直隶,天津府,盐山县,王帽圈清真寺,,,,,
直隶,天津府,盐山县,王石桥清真寺,,,,,
直隶,天津府,盐山县,韩石桥清真寺,,,,,
直隶,天津府,盐山县,新县村清真寺,,,,,
直隶,天津府,盐山县,孟村清真北寺,,,,,
直隶,天津府,盐山县,吴家清真寺,,,,,
直隶,天津府,盐山县,丁庄子清真寺,,,,,
直隶,天津府,盐山县,辛店清真寺,,,,,
直隶,天津府,盐山县,挂甲林清真寺,,,,,
直隶,天津府,盐山县,牛进庄清真东寺,,,,,
直隶,天津府,盐山县,牛进庄清真西寺,,,,,
直隶,天津府,盐山县,辛庄子清真寺,,,,,
直隶,天津府,盐山县,东河清真寺,,,,,
直隶,天津府,盐山县,棒张清真寺,,,,,
直隶,天津府,盐山县,大徐市清真寺,,,,,
直隶,天津府,盐山县,东赵河清真寺,,,,,
直隶,天津府,盐山县,西赵河清真寺,,,,,
直隶,天津府,盐山县,大文台清真寺,,,,,
直隶,天津府,盐山县,李留舍清真寺,,,,,
直隶,河间府,,泊头清真大寺,,,,,
直隶,河间府,,泊头清真东寺,,,,,
直隶,河间府,,阁上清真寺,,,,,
直隶,河间府,,沙一清真寺,,,,,
直隶,河间府,,八里庄清真寺,,,,,
直隶,天津府,盐山县,黄骅后街清真寺,,,,,
直隶,天津府,盐山县,羊三木清真寺,,,,,
直隶,天津府,盐山县,吴庄子清真寺,,,,,
直隶,天津府,盐山县,后仙庄清真寺,,,,,
直隶,天津府,盐山县,阚庄清真寺,,,,,
直隶,天津府,盐山县,羊二庄清真寺,,,,,
直隶,天津府,盐山县,八里庄清真寺,,,,,
直隶,天津府,盐山县,东段庄清真寺,,,,,
直隶,天津府,盐山县,西段庄清真寺,,,,,
直隶,天津府,青县,辛集清真北寺,,,,,
直隶,天津府,青县,大曲头清真寺,,,,,
直隶,天津府,青县,大戴家墓清真寺,,,,,
直隶,天津府,青县,东马桥清真寺,,,,,
直隶,天津府,青县,清州镇清真寺,,,,,
直隶,天津府,青县,北马庄子清真寺,,,,,
直隶,天津府,青县,马家场清真寺,,,,,
直隶,天津府,青县,曹辛庄清真寺,,,,,
直隶,天津府,青县,辛集清真南寺,,,,,
直隶,天津府,青县,狐狸墓清真寺,,,,,
直隶,天津府,青县,史庄子清真寺,,,,,
直隶,天津府,青县,林庄子清真寺,,,,,
直隶,天津府,青县,线庄清真寺,,,,,
直隶,天津府,青县,戴庄子清真寺,,,,,
直隶,天津府,青县,庄科清真寺,,,,,
直隶,河间府,肃宁县,肃宁镇清真寺,,,,,
直隶,河间府,肃宁县,郭楼清真寺,,,,,
直隶,河间府,,长官清真寺,,,,,
直隶,天津府,,扬庄子清真寺,,,,,
直隶,天津府,南皮县,刁南清真寺,,,,,
直隶,天津府,南皮县,王寺清真寺,,,,,
直隶,天津府,南皮县,许庄子清真寺,,,,,
直隶,天津府,南皮县,冯家口清真寺,,,,,
直隶,天津府,盐山县,双庙清真寺,,,,,
直隶,天津府,盐山县,小尤村清真寺,,,,,
直隶,天津府,盐山县,王古宅清真寺,,,,,
直隶,天津府,盐山县,陈小营清真寺,,,,,
直隶,天津府,盐山县,宝庄清真寺,,,,,
直隶,天津府,,北阁清真寺,,,,,
直隶,天津府,,孙庄子清真寺,,,,,
直隶,天津府,,白芦庄清真寺,,,,,
直隶,天津府,,孙褚村清真寺,,,,,
直隶,天津府,,杜林清真寺,,,,,
直隶,天津府,,捷地清真寺,,,,,
直隶,天津府,,捷地清真女寺,,,,,
直隶,天津府,,高川清真寺,,,,,
直隶,天津府,,强庄子清真寺,,,,,
直隶,天津府,,捷地曹庄子清真寺,,,,,
直隶,天津府,,宋官屯清真寺,,,,,
直隶,天津府,,兴济清真寺,,,,,
直隶,天津府,,大褚村清真寺,,,,,
直隶,天津府,,小园村清真寺,,,,,
直隶,天津府,,小马庄清真寺,,,,,
直隶,河间府,东光县,连镇清真寺,,,,,
直隶,顺天府,三河县,大厂清真寺,,,,,
直隶,顺天府,三河县,小厂清真寺,,,,,
直隶,顺天府,三河县,陈辛庄清真寺,,,,,
直隶,顺天府,三河县,苇子庄清真寺,,,,,
直隶,顺天府,三河县,南寺头清真寺,,,,,
直隶,顺天府,三河县,北坞清真寺,,,,,
直隶,顺天府,香河县,香椿营清真寺,,,,,
直隶,顺天府,,伊指挥营清真寺,,,,,
直隶,顺天府,永清县,安育清真寺,,,,,
直隶,顺天府,固安县,大韩寨清真寺,,,,,
直隶,顺天府,文安县,大围河清真寺,,,,,
直隶,朝阳府,,汤神庙镇古桥子清真寺,,,,,
直隶,朝阳府,,魏家岭乡黑山后清真寺,,,,,
直隶,朝阳府,,牤牛营子乡井龙沟清真寺,,,,,
直隶,朝阳府,,什家子清真寺,,,,,
直隶,承德府,,赤峰清真北寺,,,,,
直隶,承德府,,赤峰清真南寺,,,,,
贵州,大定府,威宁州,威宁马坡清真寺,,,,,
贵州,大定府,威宁州,威宁下坝清真寺,,,,,
贵州,大定府,威宁州,威宁马家屯清真寺,,,,,
贵州,大定府,威宁州,马撒驿清真寺,,,,,
贵州,大定府,威宁州,威宁杨湾桥清真寺,,,,,
贵州,兴义府,盘州厅,盘县大木桥清真寺,,,,,
贵州,安顺府,,安顺清真寺,,,,,
贵州,大定府,威宁州,威宁岩格箐清真寺,,,,,
贵州,大定府,威宁州,威宁凉水井清真寺,,,,,
贵州,贵阳府,,贵阳清真寺,,,,,
贵州,大定府,威宁州,威宁撒家院子清真寺,,,,,
贵州,大定府,威宁州,威宁新院子清真寺,,,,,
贵州,大定府,威宁州,威宁鸭子塘清真寺,,,,,
贵州,大定府,威宁州,威宁启沙嘎清真寺,,,,,
贵州,兴义府,,兴仁潘家庄清真寺,,,,,
贵州,大定府,威宁州,威宁大水井清真寺,,,,,
贵州,大定府,威宁州,威宁嘎利清真寺,,,,,
贵州,大定府,威宁州,威宁摆布嘎清真寺,,,,,
贵州,兴义府,贞丰州,贞丰清真寺,,,,,
贵州,大定府,威宁州,威宁阿末冲子清真寺,,,,,
贵州,大定府,威宁州,威宁海子屯清真寺,,,,,
贵州,安顺府,,平坝城关清真寺,,,,,
贵州,兴义府,,石冲清真寺,,,,,
贵州,安顺府,镇宁县,镇宁清真寺,,,,,
湖南,长沙府,长沙市清真古寺（本寺）,,,,,,
湖南,长沙府,长沙市清真客寺,,,,,,
湖南,长沙府,长沙市金线巷其职责是,,,,,,
湖南,长沙府湘潭县,湘潭市清真古寺,,,,,,
湖南,衡州府,衡阳市清真古寺,,,,,,
湖南,常德府,常德市清真古寺,,,,,,
湖南,常德府,常德市东寺,,,,,,
湖南,常德府,常德市西寺,,,,,,
湖南,常德府,常德市金陵寺,,,,,,
湖南,常德府,常德市八斗湾清真古寺,,,,,,
湖南,常德府,常德市官沟坪清真古寺,,,,,,
湖南,常德府,常德市阳山清真寺,,,,,,
湖南,常德府,灃县清真古寺,,,,,,
湖南,常德府,灃县东田堰清真古寺,,,,,,
湖南,永顺府龙山县,龙山县黄土坡清真寺,,,,,,
湖南,常德府,汉寿县清真寺,,,,,,
湖南,常德府,汉寿县教门滩清真寺,,,,,,
湖南,常德府,汉寿县教门岗清真寺,,,,,,
湖南,常德府,汉寿县黄海坪清真寺,,,,,,
湖南,常德府,汉寿县南港清真寺,,,,,,
湖南,常德府,汉寿县断堤清真寺,,,,,,
湖南,常德府,常德县爱棠湾清真寺,,,,,,
湖南,常德府,翦家桥清真寺,,,,,,
湖南,长沙府益阳县,益阳市资阳区擦叶（土敖）清真寺,,,,,,
湖南,宝庆府邵阳县,邵阳市上墙古清真寺,,,,,,
湖南,宝庆府邵阳县,邵阳市清真古寺,,,,,,
湖南,宝庆府邵阳县,邵阳市女寺,,,,,,
湖南,宝庆府邵阳县,邵阳市苏家冲清真寺,,,,,,
湖南,宝庆府邵阳县,邵阳县湖田清真寺,,,,,,
湖南,宝庆府邵阳县,邵阳市白鹤谭清真寺,,,,,,
湖南,宝庆府,邵东县梅塘清真寺,,,,,,
湖南,宝庆府邵阳县,隆回县桃洪镇清真寺,,,,,,
湖南,宝庆府邵阳县,隆回县山界回族乡清真古寺,,,,,,
湖南,沅州府,新晃县方家屯清真寺,,,,,,
湖南,凤凰直隶厅,凤凰县清真寺,,,,,,
湖南,辰州府沅陵县,沅陵县清真寺,,,,,,
湖南,常德府,津市清真寺,,,,,,
湖南,常德府,常德市女学寺,,,,,,
湖南,常德府,常德市东郊寺,,,,,,
湖南,常德府,西庄坪清真寺,,,,,,
湖南,常德府,樟树湾清真寺,,,,,,
湖南,常德府,常德县李家湾清真寺,,,,,,
湖南,常德府,跑马岗清真寺,,,,,,
湖南,常德府,花莲冲清真寺,,,,,,
湖南,常德府,教门冲清真寺,,,,,,
湖南,常德府,梁山清真寺,,,,,,
湖南,常德府,百家湖清真寺,,,,,,
湖南,常德府,段家溶清真寺,,,,,,
湖南,常德府,伍家堰清真寺,,,,,,
湖南,常德府,明月山清真寺,,,,,,
湖南,常德府,灃县城关镇清真寺,,,,,,
云南,云南府,昆明县,团结清真寺,,,,,
云南,云南府,昆明县,桃园清真寺,,,,,
云南,云南府,昆明县,顺城清真寺,,,,,
云南,云南府,昆明县,金牛街清真寺,,,,,
云南,云南府,昆明县,迤西公清真寺,,,,,
云南,东川府,,腊利清真寺,,,,,
云南,东川府,,坝塘清真寺,,,,,
云南,东川府,,乌龙店房清真寺,,,,,
云南,云南府,呈贡县,城内清真寺,,,,,
云南,云南府,呈贡县,回回营清真寺,,,,,
云南,云南府,昆阳州,昆阳清真寺,,,,,
云南,云南府,昆阳州,晋城清真寺,,,,,
云南,云南府,昆阳州,安江村清真寺,,,,,
云南,云南府,嵩明州,大营清真寺,,,,,
云南,云南府,嵩明州,老猴街清真寺,,,,,
云南,云南府,嵩明州,东山清真寺,,,,,
云南,云南府,嵩明州,杨林清真寺,,,,,
云南,云南府,嵩明州,积德清真寺,,,,,
云南,云南府,嵩明州,梨花清真寺,,,,,
云南,云南府,嵩明州,果子园清真寺,,,,,
云南,云南府,嵩明州,回辉清真寺,,,,,
云南,曲靖府,寻甸州,鲁冲清真寺,,,,,
云南,曲靖府,寻甸州,北营街清真寺,,,,,
云南,曲靖府,寻甸州,白家村清真寺,,,,,
云南,曲靖府,寻甸州,塘子村清真寺,,,,,
云南,曲靖府,寻甸州,三营庄村清真寺,,,,,
云南,曲靖府,寻甸州,甜荞地村清真寺,,,,,
云南,曲靖府,寻甸州,黄土坡清真寺,,,,,
云南,曲靖府,寻甸州,回辉村清真寺,,,,,
云南,曲靖府,寻甸州,丹桂清真寺,,,,,
云南,曲靖府,寻甸州,红果营村清真寺,,,,,
云南,曲靖府,寻甸州,小新村清真寺,,,,,
云南,曲靖府,寻甸州,甸头清真寺,,,,,
云南,昭通府,,白石清真寺,,,,,
云南,昭通府,,布嘎清真寺,,,,,
云南,昭通府,,得马寨上清真古寺,,,,,
云南,昭通府,,高松树清真寺,,,,,
云南,昭通府,,回龙坝清真寺,,,,,
云南,昭通府,,黑石凹清真寺,,,,,
云南,昭通府,,鱼脊清真寺,,,,,
云南,昭通府,,落水洞清真寺,,,,,
云南,昭通府,,宋家山清真寺,,,,,
云南,昭通府,,八仙清真大寺,,,,,
云南,昭通府,,景坡清真寺,,,,,
云南,昭通府,,水井湾清真寺,,,,,
云南,昭通府,,小凤凰山清真寺,,,,,
云南,昭通府,,上营清真寺,,,,,
云南,昭通府,,中营清真寺,,,,,
云南,昭通府,,龙汛清真寺,,,,,
云南,昭通府,,小米清真寺,,,,,
云南,昭通府,,大嵩地清真寺,,,,,
云南,昭通府,,小闸清真寺,,,,,
云南,昭通府,,自古乐清真寺,,,,,
云南,昭通府,鲁甸厅,文屏清真寺,,,,,
云南,昭通府,鲁甸厅,箐门清真寺,,,,,
云南,昭通府,鲁甸厅,大水塘清真寺,,,,,
云南,昭通府,鲁甸厅,大梨树清真寺,,,,,
云南,昭通府,鲁甸厅,龙头山清真寺,,,,,
云南,昭通府,鲁甸厅,马厂清真寺,,,,,
云南,昭通府,鲁甸厅,龙家湾清真寺,,,,,
云南,昭通府,鲁甸厅,新冲清真寺,,,,,
云南,昭通府,鲁甸厅,小冲清真寺,,,,,
云南,昭通府,鲁甸厅,拖姑清真寺,,,,,
云南,昭通府,鲁甸厅,小桃源清真寺,,,,,
云南,昭通府,鲁甸厅,下岔冲清真寺,,,,,
云南,昭通府,鲁甸厅,铁家湾清真寺,,,,,
云南,昭通府,鲁甸厅,马鹿沟清真寺,,,,,
云南,昭通府,鲁甸厅,葫芦口清真寺,,,,,
云南,昭通府,鲁甸厅,甘田清真寺,,,,,
云南,昭通府,鲁甸厅,上野石清真寺,,,,,
云南,昭通府,鲁甸厅,下野石清真寺,,,,,
云南,昭通府,鲁甸厅,黑山训清真寺,,,,,
云南,昭通府,鲁甸厅,牛头寨清真寺,,,,,
云南,昭通府,大关厅,上高桥乡桃园清真寺,,,,,
云南,昭通府,大关厅,丁家坡清真寺,,,,,
云南,昭通府,大关厅,打堡清真寺,,,,,
云南,昭通府,永善县,莲峰清真寺,,,,,
云南,曲靖府,沾益州,保家乡清真寺,,,,,
云南,曲靖府,沾益州,旧屋鲁清真寺,,,,,
云南,曲靖府,沾益州,上大桥清真寺,,,,,
云南,曲靖府,沾益州,双河清真寺,,,,,
云南,曲靖府,,回隆清真寺,,,,,
云南,曲靖府,,岗子上清真寺,,,,,
云南,曲靖府,,芳华浮池清真寺,,,,,
云南,曲靖府,,回辉哨清真寺,,,,,
云南,广西直隶州,,大新村清真寺,,,,,
云南,广西直隶州,,熊壁镇白兆清真寺,,,,,
云南,曲靖府,罗平州,罗平县城清真寺,,,,,
云南,东川府,会泽县,大礼拜寺,,,,,
云南,东川府,会泽县,者海老街清真寺,,,,,
云南,澂江府,,玉溪城区清真寺（州城清真寺）,,,,,
云南,澂江府,,大湾清真寺,,,,,
云南,澂江府,,东营清真寺,,,,,
云南,澂江府,,马鹿塘清真寺,,,,,
云南,澂江府,,棋树营清真寺,,,,,
云南,澂江府,,桃源清真寺,,,,,
云南,澂江府,,西营清真寺,,,,,
云南,澂江府,,石狗头清真寺,,,,,
云南,澂江府,,中所营清真寺,,,,,
云南,临安府,,古城清真寺,,,,,
云南,临安府,,纳家营清真寺,,,,,
云南,临安府,,大回清真寺,,,,,
云南,临安府,,上回清真寺,,,,,
云南,临安府,,下回村清真寺,,,,,
云南,临安府,,小回村清真寺,,,,,
云南,澂江府,,华光清真寺,,,,,
云南,澂江府,,大毛营清真寺,,,,,
云南,澂江府,,大营清真寺,,,,,
云南,澂江府,,拖柏村清真寺,,,,,
云南,澂江府,,下左所清真寺,,,,,
云南,澂江府,,朱官营清真寺,,,,,
云南,临安府,宁州,北门清真寺,,,,,
云南,临安府,宁州,鱼鳞坝清真寺,,,,,
云南,临安府,宁州,暮车清真寺,,,,,
云南,云南府,易门县,柏树清真寺,,,,,
云南,云南府,易门县,摩所清真寺,,,,,
云南,临安府,,文明清真寺,,,,,
云南,临安府,,大白邑清真寺,,,,,
云南,元江府,,桂山清真寺,,,,,
云南,永昌府,,永昌清真寺,,,,,
云南,永昌府,,板桥清真寺,,,,,
云南,腾越厅,,玉泉清真寺,,,,,
云南,腾越厅,,东门清真寺,,,,,
云南,永昌府,,勐廷清真寺,,,,,
云南,楚雄府,,苍岭镇马石铺清真寺,,,,,
云南,楚雄府,,鹿城镇大保山清真寺,,,,,
云南,楚雄府,,吕合镇马家庄清真寺,,,,,
云南,楚雄府,,吕合镇马家巷清真寺,,,,,
云南,楚雄府,,钱粮桥清真寺,,,,,
云南,楚雄府,,子午云龙清真寺,,,,,
云南,楚雄府,,马家村清真寺,,,,,
云南,楚雄府,,车甸清真寺,,,,,
云南,楚雄府,,牛丛清真寺,,,,,
云南,楚雄府,,瓦谷苴清真寺,,,,,
云南,楚雄府,,柳德清真寺,,,,,
云南,楚雄府,,梅子树清真寺,,,,,
云南,楚雄府,,下落宝清真寺,,,,,
云南,楚雄府,,务苴清真寺,,,,,
云南,楚雄府,,上村清真寺,,,,,
云南,楚雄府,,县城区清真寺,,,,,
云南,楚雄府,,永兴他腊清真寺,,,,,
云南,武定州,,张二村清真寺,,,,,
云南,武定州,,西和清真寺,,,,,
云南,云南府,禄丰县,县城区清真寺,,,,,
云南,云南府,禄丰县,广通清真寺,,,,,
云南,临安府,,沙甸大清真寺,,,,,
云南,临安府,,开远市清真寺,,,,,
云南,临安府,,大庄清真寺,,,,,
云南,临安府,,大庄仁寿清真寺,,,,,
云南,临安府,,草坝镇城子清真寺,,,,,
云南,临安府,,城区清真寺,,,,,
云南,临安府,,馆驿清真寺,,,,,
云南,临安府,,麻栗树清真寺,,,,,
云南,临安府,,城区清真寺,,,,,
云南,广西直隶州,,复兴村清真寺,,,,,
云南,广西直隶州,,龙潭清真寺,,,,,
云南,广西直隶州,,小寨清真寺,,,,,
云南,广西直隶州,,竹园清真寺,,,,,
云南,广西直隶州,,大红杏清真寺,,,,,
云南,广西直隶州,,巨木清真寺,,,,,
云南,广西直隶州,,松树地清真寺,,,,,
云南,广西直隶州,,卫民老清真寺,,,,,
云南,广西直隶州,,大直邑清真寺,,,,,
云南,开化府,,田心清真寺,,,,,
云南,开化府,,茂隆清真寺,,,,,
云南,开化府,,小石桥清真寺,,,,,
云南,开化府,,中寨清真寺,,,,,
云南,广西直隶州,,松云里清真寺,,,,,
云南,广西直隶州,,新寨清真寺,,,,,
云南,广西直隶州,,河外清真寺,,,,,
云南,广西直隶州,,小马头清真寺,,,,,
云南,广南府,,莲城清真寺,,,,,
云南,广南府,,珠琳清真寺,,,,,
云南,普洱府,思茅厅,顺城街清真寺,,,,,
云南,普洱府,宁洱县,宁洱城北门清真寺,,,,,
云南,普洱府,威远厅,威远大街清真寺,,,,,
云南,景东厅,,保甸清真寺,,,,,
云南,景东厅,,林街清真寺,,,,,
云南,蒙化直隶厅,,白沙村清真寺,,,,,
云南,蒙化直隶厅,,大五茂林清真寺,,,,,
云南,蒙化直隶厅,,小围埂清真寺,,,,,
云南,蒙化直隶厅,,晏旗厂清真寺,,,,,
云南,蒙化直隶厅,,三家村清真寺,,,,,
云南,蒙化直隶厅,,马米厂马姓清真寺,,,,,
云南,蒙化直隶厅,,马米厂米姓清真寺,,,,,
云南,蒙化直隶厅,,新村清真寺,,,,,
云南,蒙化直隶厅,,西树龙清真寺,,,,,
云南,蒙化直隶厅,,陈家清真寺,,,,,
云南,蒙化直隶厅,,箐门口清真寺,,,,,
云南,蒙化直隶厅,,回辉登清真寺,,,,,
云南,大理府,,下西莲花清真寺,,,,,
云南,大理府,,东莲花清真寺,,,,,
云南,永昌府,,曲硐清真寺,,,,,
云南,大理府,云龙州,旧州回族村清真寺,,,,,
云南,丽江府,,桑岭清真寺,,,,,
云南,顺宁府,云州,忙帕清真寺,,,,,
云南,顺宁府,云州,漫湾新村回营清真寺,,,,,
云南,顺宁府,顺宁县,营盘街清真寺,,,,,
云南,顺宁府,顺宁县,凤城清真寺,,,,,
云南,顺宁府,顺宁县,蒿子坝清真寺,,,,,
江西,南昌府,,教门巷清真寺,待查,,,,
江西,南昌府,,醋巷清真寺,,,,,
江西,南昌府,,下水巷清真寺,,,,,
江西,九江府,,江边清真寺,,,,,
江西,九江府,,城外清真寺,,,,,
江西,九江府,,城里清真寺,,,,,
江西,饶州府,,景德镇清真寺,,,,,
江西,赣州府,,礼拜寺,,,,,
江西,袁州府,,清真寺,,,,,
山东,济南府,,元代清真寺（济南南大寺）,,,,,
山东,济南府,,南关清真寺,,,,,
山东,济南府,,清真北大寺,,,,,
山东,济南府,,党家庄清真东寺,,,,,
山东,济南府,,党家庄清真西大寺,,,,,
山东,济南府,,清真寺,,,,,
山东,济南府,,清真道堂,,,,,
山东,济南府,,城顶清真寺,,,,,
山东,济南府,,灵官庙寺,,,,,
山东,济南府,,南关清真寺,,,,,
山东,济南府,,北大槐树街清真寺,,,,,
山东,济南府,,青杨村清真寺,,,,,
山东,济南府,,赵营清真寺,,,,,
山东,济南府,,凤凰庄清真寺,,,,,
山东,济南府,,东马园清真寺,,,,,
山东,济南府,,大冶清真寺,,,,,
山东,济南府,,刘家林清真寺,,,,,
山东,济南府,,杜家庙清真寺,,,,,
山东,济南府,,小金庄清真寺,,,,,
山东,济南府,,孟王庄清真寺,,,,,
山东,济南府,,泺口清真寺,,,,,
山东,济南府,,老寨村清真寺,,,,,
山东,济南府,,小寨村清真寺,,,,,
山东,济南府,,仲北清真寺,,,,,
山东,济南府,,大阎满清真寺,,,,,
山东,济南府,,北垛庄清真寺,,,,,
山东,武定府,,棘城中街清真寺,,,,,
山东,济南府,,刘营清真寺,,,,,
山东,济南府,,大路清真寺,,,,,
山东,济南府,,丁杨清真寺,,,,,
山东,济南府,,魏家清真寺,,,,,
山东,济南府,,孙家清真寺,,,,,
山东,济南府,,逯家清真寺,,,,,
山东,济南府,,小安清真寺,,,,,
山东,济南府,,大营清真寺,,,,,
山东,济南府,,马营清真寺,,,,,
山东,济南府,,粮食口清真寺,,,,,
山东,济南府,,清北村清真寺,,,,,
山东,济南府,,赵家营清真寺,,,,,
山东,济南府,,堤叩清真寺,,,,,
山东,济南府,,南关清真寺,,,,,
山东,沂州府,,柳枝峪清真寺,,,,,
山东,青州府,,金东村小寺,,,,,
山东,青州府,,金岭清真大寺,,,,,
山东,济南府,,太河清真寺,,,,,
山东,济南府,,灯塔村清真寺,,,,,
山东,兖州府,,清真北寺,,,,,
山东,兖州府,,清真南寺,,,,,
山东,兖州府,,城头村清真寺,,,,,
山东,兖州府,,清真古寺,,,,,
山东,兖州府,,清真南大寺,,,,,
山东,兖州府,,清真北大寺,,,,,
山东,兖州府,,峄城清真寺,,,,,
山东,兖州府,,峄城清真寺,,,,,
山东,兖州府,,东古村清真寺,,,,,
山东,兖州府,,魏庄清真寺,,,,,
山东,兖州府,,西城头清真寺,,,,,
山东,兖州府,,米山顶清真寺,,,,,
山东,登州府,,清真寺,,,,,
山东,登州府,,清真寺,,,,,
山东,青州府,,青州东关真教寺,,,,,
山东,青州府,,青州城里清真寺,,,,,
山东,青州府,,云河清真寺,,,,,
山东,青州府,,黄峪清真寺,,,,,
山东,青州府,,草庙清真寺,,,,,
山东,青州府,,坡子村清真寺,,,,,
山东,济宁州,,西大寺,,,,,
山东,济宁州,,东大寺,,,,,
山东,济宁州,,杨家园寺,,,,,
山东,济宁州,,柳行西寺,,,,,
山东,济宁州,,越河南寺,,,,,
山东,泰安府,,黄庄清真寺,,,,,
山东,泰安府,,宋庄清真寺,,,,,
山东,泰安府,,岔河店清真寺,,,,,
山东,泰安府,,前黄庄清真寺,,,,,
山东,泰安府,,东沈清真寺,,,,,
山东,泰安府,,东平清真寺,,,,,
山东,泰安府,,李所清真寺,,,,,
山东,泰安府,,展楼清真寺,,,,,
山东,泰安府,,西界前营清真寺,,,,,
山东,泰安府,,泰城清真寺（泰安西大寺）,,,,,
山东,泰安府,,芝田清真寺,,,,,
山东,济南府,,大冶清真寺,,,,,
山东,泰安府,,下旺清真寺,,,,,
山东,泰安府,,岗上清真寺,,,,,
山东,泰安府,,孙家庄清真寺,,,,,
山东,泰安府,,二十里埠清真寺,,,,,
山东,泰安府,,黄家庄清真寺,,,,,
山东,泰安府,,沈村清真寺,,,,,
山东,泰安府,,放城清真寺,,,,,
山东,泰安府,,清真寺,,,,,
山东,泰安府,,清真寺,,,,,
山东,泰安府,,清真寺,,,,,
山东,泰安府,,清真寺,,,,,
山东,泰安府,,清真寺,,,,,
山东,泰安府,,清真寺,,,,,
山东,泰安府,,清真寺,,,,,
山东,泰安府,,清真寺,,,,,
山东,泰安府,,清真寺,,,,,
山东,泰安府,,清真寺,,,,,
山东,泰安府,,清真寺,,,,,
山东,泰安府,,清真寺,,,,,
山东,泰安府,,清真寺,,,,,
山东,泰安府,,清真寺,,,,,
山东,泰安府,,清真寺,,,,,
山东,泰安府,,清真寺,,,,,
山东,泰安府,,清真寺,,,,,
山东,泰安府,,清真寺,,,,,
山东,泰安府,,清真寺,,,,,
山东,武定府,,刘庙南清真寺,,,,,
山东,兖州府,,兖州清真寺,,,,,
山东,兖州府,,曲阜清真寺,,,,,
山东,兖州府,,巷里清真寺,,,,,
山东,兖州府,,中心店清真寺,,,,,
山东,济宁州,,东关清真寺,,,,,
山东,济宁州,,虎头山清真寺,,,,,
山东,济宁州,,鱼城清真寺,,,,,
山东,济宁州,,谷亭清真寺,,,,,
山东,济宁州,,金乡清真寺,,,,,
山东,泰安府,,东关清真寺,,,,,
山东,泰安府,,西关清真寺,,,,,
山东,泰安府,,天宝清真寺,,,,,
山东,泰安府,,大山东清真寺,,,,,
山东,兖州府,,西台清真寺,,,,,
山东,兖州府,,太平清真寺,,,,,
山东,兖州府,,泗店清真寺,,,,,
山东,济南府,,南营清真寺,,,,,
